"Date","London futures (£ sterling/tonne)","New York futures (US$/tonne)","ICCO daily price (US$/tonne)","ICCO daily price (Euro/tonne)"
"02/07/2007","1,097.00","2,071.33","2,137.58","1,568.00"
"29/06/2007","1,110.33","2,064.67","2,143.11","1,584.00"
"28/06/2007","1,088.33","2,035.33","2,103.69","1,562.00"
"27/06/2007","1,094.67","2,041.00","2,109.80","1,571.00"
"26/06/2007","1,095.00","2,030.33","2,106.53","1,564.00"
"25/06/2007","1,063.67","1,981.67","2,049.10","1,523.00"
"22/06/2007","1,065.67","1,979.00","2,050.50","1,526.00"
"21/06/2007","1,055.67","1,952.67","2,024.61","1,512.00"
"20/06/2007","1,050.33","1,949.67","2,018.34","1,504.00"
"19/06/2007","1,070.67","1,982.00","2,052.65","1,530.00"
"18/06/2007","1,077.67","1,978.00","2,054.33","1,533.00"
"15/06/2007","1,067.00","1,966.33","2,034.80","1,523.00"
"14/06/2007","1,061.67","1,932.00","2,008.96","1,510.00"
"13/06/2007","1,022.33","1,865.33","1,938.49","1,458.00"
"12/06/2007","1,020.67","1,865.00","1,937.78","1,454.00"
"11/06/2007","1,027.33","1,868.67","1,943.02","1,454.00"
"08/06/2007","1,019.33","1,849.67","1,923.78","1,440.00"
"07/06/2007","1,025.67","1,875.33","1,950.46","1,450.00"
"06/06/2007","1,037.00","1,901.33","1,981.47","1,467.00"
"05/06/2007","1,033.33","1,907.67","1,981.48","1,465.00"
"04/06/2007","1,020.33","1,886.67","1,957.03","1,451.00"
"01/06/2007","1,038.33","1,910.00","1,980.61","1,473.00"
"31/05/2007","1,041.33","1,904.33","1,980.38","1,472.00"
"30/05/2007","1,030.33","1,900.00","1,964.72","1,464.00"
"29/05/2007","1,040.67","1,922.33","1,989.63","1,476.00"
"25/05/2007","1,057.33","1,946.67","2,019.93","1,502.00"
"24/05/2007","1,065.33","1,958.00","2,033.84","1,514.00"
"23/05/2007","1,083.00","1,992.00","2,069.77","1,536.00"
"22/05/2007","1,071.33","1,956.33","2,034.66","1,512.00"
"21/05/2007","1,086.33","1,971.67","2,053.29","1,526.00"
"18/05/2007","1,085.33","1,970.00","2,054.70","1,521.00"
"17/05/2007","1,054.33","1,921.00","1,999.23","1,482.00"
"16/05/2007","1,053.67","1,924.33","2,001.64","1,481.00"
"15/05/2007","1,051.00","1,920.00","2,001.75","1,471.00"
"14/05/2007","1,059.67","1,945.67","2,019.84","1,491.00"
"11/05/2007","1,066.67","1,950.00","2,030.04","1,502.00"
"10/05/2007","1,066.33","1,946.67","2,028.39","1,501.00"
"09/05/2007","1,055.67","1,948.00","2,025.42","1,495.00"
"08/05/2007","1,042.33","1,908.33","1,989.02","1,470.00"
"07/05/2007","1,040.83","1,899.67","1,985.49","1,458.00"
"04/05/2007","1,039.33","1,896.00","1,981.23","1,458.00"
"03/05/2007","1,031.67","1,894.67","1,970.52","1,453.00"
"02/05/2007","1,017.67","1,881.33","1,951.59","1,435.00"
"01/05/2007","998.67","1,850.00","1,921.35","1,413.00"
"30/04/2007","981.00","1,819.67","1,888.90","1,383.00"
"27/04/2007","996.00","1,850.33","1,918.45","1,408.00"
"26/04/2007","1,002.33","1,849.67","1,920.33","1,413.00"
"25/04/2007","1,010.33","1,884.67","1,952.69","1,431.00"
"24/04/2007","1,006.00","1,879.67","1,945.23","1,428.00"
"23/04/2007","1,019.67","1,899.67","1,968.43","1,450.00"
"20/04/2007","1,035.33","1,928.33","2,000.07","1,470.00"
"19/04/2007","1,015.33","1,888.00","1,958.67","1,439.00"
"18/04/2007","1,056.00","1,978.33","2,045.14","1,507.00"
"17/04/2007","1,070.67","2,009.33","2,076.65","1,530.00"
"16/04/2007","1,056.00","1,959.67","2,029.55","1,498.00"
"13/04/2007","1,042.33","1,922.33","1,993.15","1,474.00"
"12/04/2007","1,037.33","1,904.33","1,976.09","1,466.00"
"11/04/2007","1,045.67","1,930.67","1,998.45","1,487.00"
"10/04/2007","1,036.67","1,914.00","1,977.73","1,472.00"
"09/04/2007","1,045.17","1,912.33","1,979.52","1,481.00"
"05/04/2007","1,053.67","1,939.67","2,006.67","1,494.00"
"04/04/2007","1,049.33","1,928.00","1,998.67","1,496.00"
"03/04/2007","1,035.33","1,892.67","1,968.60","1,473.00"
"02/04/2007","1,017.33","1,872.67","1,941.00","1,451.00"
"30/03/2007","1,074.00","1,976.00","2,043.34","1,528.00"
"29/03/2007","1,068.67","1,968.33","2,031.22","1,523.00"
"28/03/2007","1,061.67","1,952.67","2,015.71","1,512.00"
"27/03/2007","1,045.67","1,927.00","1,990.06","1,490.00"
"26/03/2007","1,051.67","1,950.33","2,009.14","1,507.00"
"23/03/2007","1,051.33","1,945.00","2,002.54","1,506.00"
"22/03/2007","1,053.33","1,926.00","1,995.85","1,497.00"
"21/03/2007","1,044.67","1,919.00","1,981.37","1,489.00"
"20/03/2007","1,031.00","1,889.67","1,953.95","1,469.00"
"19/03/2007","1,006.33","1,804.33","1,879.52","1,414.00"
"16/03/2007","997.33","1,815.33","1,875.03","1,409.00"
"15/03/2007","1,005.67","1,797.67","1,871.11","1,414.00"
"14/03/2007","995.67","1,781.67","1,852.40","1,400.00"
"13/03/2007","1,016.33","1,828.67","1,894.76","1,434.00"
"12/03/2007","1,016.67","1,815.33","1,887.30","1,432.00"
"09/03/2007","1,010.67","1,817.00","1,884.17","1,437.00"
"08/03/2007","1,010.00","1,792.00","1,869.21","1,424.00"
"07/03/2007","992.67","1,778.33","1,846.44","1,404.00"
"06/03/2007","970.67","1,741.67","1,804.76","1,377.00"
"05/03/2007","1,002.33","1,801.67","1,863.55","1,423.00"
"02/03/2007","1,003.67","1,828.33","1,889.23","1,432.00"
"01/03/2007","1,000.00","1,828.33","1,891.79","1,436.00"
"28/02/2007","975.00","1,760.00","1,834.96","1,387.00"
"27/02/2007","966.33","1,761.33","1,829.53","1,381.00"
"26/02/2007","978.00","1,787.00","1,852.45","1,408.00"
"23/02/2007","983.33","1,800.33","1,864.84","1,417.00"
"22/02/2007","981.33","1,789.00","1,853.58","1,412.00"
"21/02/2007","987.33","1,795.67","1,860.68","1,418.00"
"20/02/2007","977.67","1,782.67","1,845.88","1,405.00"
"19/02/2007","994.00","1,794.83","1,865.67","1,419.00"
"16/02/2007","991.67","1,807.00","1,869.46","1,424.00"
"15/02/2007","984.00","1,803.33","1,861.68","1,416.00"
"14/02/2007","949.00","1,735.33","1,798.07","1,370.00"
"13/02/2007","957.67","1,749.00","1,804.63","1,386.00"
"12/02/2007","959.00","1,750.00","1,807.63","1,395.00"
"09/02/2007","955.67","1,746.67","1,804.22","1,388.00"
"08/02/2007","957.00","1,757.00","1,814.57","1,392.00"
"07/02/2007","942.67","1,729.00","1,791.71","1,376.00"
"06/02/2007","914.67","1,684.00","1,741.19","1,343.00"
"05/02/2007","912.67","1,666.33","1,726.23","1,335.00"
"02/02/2007","908.00","1,663.33","1,723.19","1,330.00"
"01/02/2007","909.00","1,667.67","1,727.38","1,327.00"
"31/01/2007","905.67","1,648.00","1,710.90","1,316.00"
"30/01/2007","904.67","1,644.33","1,708.45","1,319.00"
"29/01/2007","895.00","1,627.00","1,689.10","1,305.00"
"26/01/2007","884.33","1,605.33","1,668.05","1,292.00"
"25/01/2007","897.00","1,629.33","1,697.16","1,308.00"
"24/01/2007","892.00","1,627.33","1,690.10","1,304.00"
"23/01/2007","893.33","1,645.33","1,707.89","1,311.00"
"22/01/2007","888.33","1,620.33","1,687.04","1,302.00"
"19/01/2007","887.33","1,624.33","1,687.45","1,301.00"
"18/01/2007","892.33","1,631.33","1,693.97","1,309.00"
"17/01/2007","902.33","1,638.67","1,707.88","1,319.00"
"16/01/2007","890.00","1,631.00","1,686.99","1,306.00"
"15/01/2007","899.67","1,643.33","1,704.31","1,317.00"
"12/01/2007","905.67","1,655.67","1,713.28","1,325.00"
"11/01/2007","915.00","1,653.67","1,715.18","1,329.00"
"10/01/2007","918.00","1,644.33","1,709.41","1,321.00"
"09/01/2007","894.00","1,614.00","1,673.96","1,288.00"
"08/01/2007","891.00","1,619.33","1,673.07","1,284.00"
"05/01/2007","907.33","1,653.67","1,702.50","1,309.00"
"04/01/2007","918.67","1,680.33","1,733.06","1,324.00"
"03/01/2007","926.67","1,705.67","1,756.26","1,334.00"
"02/01/2007","899.00","1,681.17","1,727.76","1,301.00"
"29/12/2006","898.00","1,656.67","1,707.90","1,294.00"
"28/12/2006","893.67","1,658.00","1,705.78","1,296.00"
"27/12/2006","898.67","1,658.67","1,708.45","1,302.00"
"26/12/2006","895.50","1,641.00","1,695.43","1,295.00"
"22/12/2006","892.33","1,648.00","1,697.19","1,292.00"
"21/12/2006","905.00","1,666.00","1,720.42","1,306.00"
"20/12/2006","897.33","1,655.00","1,709.08","1,296.00"
"19/12/2006","924.67","1,711.00","1,764.84","1,338.00"
"18/12/2006","916.00","1,677.33","1,730.03","1,323.00"
"15/12/2006","913.33","1,671.33","1,727.92","1,320.00"
"14/12/2006","919.00","1,696.00","1,750.87","1,329.00"
"13/12/2006","911.67","1,687.00","1,740.03","1,317.00"
"12/12/2006","898.33","1,674.00","1,720.06","1,299.00"
"11/12/2006","906.00","1,674.00","1,723.72","1,301.00"
"08/12/2006","896.00","1,658.67","1,705.98","1,292.00"
"07/12/2006","880.67","1,623.00","1,675.94","1,261.00"
"06/12/2006","863.67","1,596.00","1,648.56","1,239.00"
"05/12/2006","860.67","1,594.00","1,646.95","1,236.00"
"04/12/2006","851.00","1,579.33","1,631.88","1,225.00"
"01/12/2006","854.33","1,585.33","1,639.03","1,230.00"
"30/11/2006","859.67","1,581.00","1,637.19","1,235.00"
"29/11/2006","845.33","1,551.33","1,599.78","1,217.00"
"28/11/2006","849.00","1,543.67","1,599.10","1,215.00"
"27/11/2006","838.00","1,509.00","1,566.38","1,194.00"
"24/11/2006","847.67","1,514.83","1,576.50","1,205.00"
"23/11/2006","853.00","1,514.83","1,574.78","1,216.00"
"22/11/2006","851.00","1,520.67","1,575.49","1,218.00"
"21/11/2006","846.67","1,503.33","1,555.75","1,213.00"
"20/11/2006","849.33","1,507.67","1,559.62","1,217.00"
"17/11/2006","858.00","1,521.33","1,573.54","1,227.00"
"16/11/2006","853.00","1,522.67","1,568.16","1,225.00"
"15/11/2006","876.67","1,549.00","1,602.75","1,251.00"
"14/11/2006","852.00","1,511.00","1,563.11","1,220.00"
"13/11/2006","859.00","1,531.33","1,582.96","1,236.00"
"10/11/2006","859.00","1,541.33","1,592.39","1,238.00"
"09/11/2006","871.33","1,560.33","1,611.48","1,256.00"
"08/11/2006","867.67","1,557.00","1,605.71","1,257.00"
"07/11/2006","860.67","1,540.33","1,592.56","1,244.00"
"06/11/2006","853.33","1,521.67","1,570.65","1,235.00"
"03/11/2006","846.00","1,517.67","1,563.55","1,231.00"
"02/11/2006","847.67","1,519.00","1,569.00","1,228.00"
"01/11/2006","835.33","1,495.33","1,545.51","1,210.00"
"31/10/2006","844.00","1,515.67","1,563.68","1,224.00"
"30/10/2006","845.67","1,513.33","1,561.70","1,228.00"
"27/10/2006","844.33","1,497.33","1,550.11","1,218.00"
"26/10/2006","855.33","1,511.67","1,563.89","1,234.00"
"25/10/2006","842.00","1,486.33","1,534.27","1,219.00"
"24/10/2006","841.00","1,486.67","1,532.36","1,220.00"
"23/10/2006","852.00","1,495.67","1,545.65","1,232.00"
"20/10/2006","832.33","1,464.33","1,516.47","1,202.00"
"19/10/2006","841.33","1,474.67","1,527.26","1,213.00"
"18/10/2006","831.67","1,465.33","1,510.15","1,207.00"
"17/10/2006","845.00","1,469.67","1,527.13","1,216.00"
"16/10/2006","827.00","1,441.67","1,491.08","1,191.00"
"13/10/2006","831.67","1,445.67","1,495.14","1,196.00"
"12/10/2006","829.00","1,445.33","1,492.72","1,191.00"
"11/10/2006","837.33","1,455.33","1,505.90","1,200.00"
"10/10/2006","840.67","1,464.00","1,512.52","1,206.00"
"09/10/2006","838.00","1,470.33","1,517.88","1,205.00"
"06/10/2006","845.67","1,482.67","1,533.07","1,216.00"
"05/10/2006","857.33","1,510.33","1,561.21","1,230.00"
"04/10/2006","840.00","1,477.00","1,530.35","1,206.00"
"03/10/2006","839.67","1,480.67","1,533.97","1,205.00"
"02/10/2006","845.00","1,495.00","1,545.29","1,212.00"
"29/09/2006","862.67","1,499.33","1,557.81","1,228.00"
"28/09/2006","850.67","1,498.67","1,547.56","1,219.00"
"27/09/2006","864.00","1,532.00","1,582.78","1,246.00"
"26/09/2006","853.67","1,521.67","1,570.69","1,238.00"
"25/09/2006","850.33","1,522.33","1,569.71","1,231.00"
"22/09/2006","856.00","1,531.67","1,580.57","1,235.00"
"21/09/2006","874.00","1,558.00","1,608.82","1,264.00"
"20/09/2006","848.67","1,495.00","1,550.30","1,220.00"
"19/09/2006","834.33","1,466.00","1,519.78","1,198.00"
"18/09/2006","829.33","1,458.33","1,509.59","1,190.00"
"15/09/2006","852.67","1,505.33","1,554.60","1,229.00"
"14/09/2006","853.67","1,522.33","1,568.71","1,232.00"
"13/09/2006","865.00","1,529.33","1,577.72","1,241.00"
"12/09/2006","861.00","1,515.33","1,566.15","1,234.00"
"11/09/2006","863.67","1,515.00","1,563.34","1,231.00"
"08/09/2006","866.33","1,516.33","1,567.82","1,237.00"
"07/09/2006","865.33","1,522.33","1,574.67","1,237.00"
"06/09/2006","858.33","1,521.33","1,569.39","1,227.00"
"05/09/2006","864.00","1,543.00","1,590.66","1,242.00"
"04/09/2006","857.00","1,542.50","1,589.15","1,235.00"
"01/09/2006","865.33","1,542.00","1,596.03","1,244.00"
"31/08/2006","856.00","1,514.00","1,572.75","1,229.00"
"30/08/2006","849.00","1,509.33","1,564.78","1,220.00"
"29/08/2006","850.00","1,505.33","1,558.06","1,220.00"
"28/08/2006","860.00","1,495.33","1,564.88","1,220.00"
"25/08/2006","870.00","1,550.33","1,598.32","1,252.00"
"24/08/2006","876.00","1,564.67","1,611.77","1,263.00"
"23/08/2006","877.00","1,567.67","1,615.32","1,262.00"
"22/08/2006","871.67","1,554.33","1,601.83","1,251.00"
"21/08/2006","879.00","1,576.00","1,623.49","1,257.00"
"18/08/2006","891.67","1,575.67","1,628.21","1,271.00"
"17/08/2006","894.33","1,606.00","1,651.81","1,284.00"
"16/08/2006","896.67","1,625.67","1,666.59","1,296.00"
"15/08/2006","892.33","1,590.67","1,642.78","1,285.00"
"14/08/2006","874.33","1,561.00","1,608.82","1,263.00"
"11/08/2006","889.67","1,598.00","1,643.98","1,289.00"
"10/08/2006","897.00","1,602.00","1,650.10","1,293.00"
"09/08/2006","885.33","1,599.33","1,646.62","1,278.00"
"08/08/2006","874.67","1,580.00","1,626.40","1,267.00"
"07/08/2006","867.00","1,561.00","1,610.67","1,252.00"
"04/08/2006","863.67","1,549.33","1,601.39","1,242.00"
"03/08/2006","873.33","1,563.67","1,607.22","1,258.00"
"02/08/2006","863.33","1,526.67","1,576.92","1,232.00"
"01/08/2006","865.33","1,526.00","1,575.40","1,233.00"
"31/07/2006","866.67","1,525.33","1,575.23","1,234.00"
"28/07/2006","869.67","1,530.67","1,578.91","1,239.00"
"27/07/2006","870.33","1,528.67","1,577.83","1,239.00"
"26/07/2006","870.00","1,517.00","1,565.21","1,239.00"
"25/07/2006","876.00","1,521.33","1,570.11","1,249.00"
"24/07/2006","873.67","1,518.67","1,570.18","1,243.00"
"21/07/2006","875.33","1,535.00","1,584.01","1,249.00"
"20/07/2006","884.33","1,547.33","1,594.70","1,262.00"
"19/07/2006","880.67","1,540.00","1,582.59","1,260.00"
"18/07/2006","878.67","1,530.00","1,571.07","1,257.00"
"17/07/2006","914.67","1,589.67","1,631.00","1,302.00"
"14/07/2006","1,005.00","1,749.67","1,801.52","1,425.00"
"13/07/2006","981.67","1,724.00","1,769.31","1,396.00"
"12/07/2006","990.67","1,732.33","1,779.02","1,400.00"
"11/07/2006","995.33","1,758.00","1,800.31","1,412.00"
"10/07/2006","1,000.00","1,764.00","1,807.03","1,417.00"
"07/07/2006","990.67","1,754.67","1,797.32","1,402.00"
"06/07/2006","987.00","1,735.67","1,778.71","1,394.00"
"05/07/2006","988.33","1,730.00","1,775.48","1,395.00"
"04/07/2006","969.67","1,711.17","1,754.61","1,371.00"
"03/07/2006","973.00","1,692.33","1,745.61","1,364.00"
"30/06/2006","963.00","1,671.33","1,729.28","1,353.00"
"29/06/2006","953.67","1,629.00","1,681.76","1,342.00"
"28/06/2006","940.00","1,610.67","1,662.45","1,327.00"
"27/06/2006","931.00","1,595.33","1,650.16","1,311.00"
"26/06/2006","934.67","1,590.00","1,648.70","1,313.00"
"23/06/2006","923.00","1,578.00","1,632.71","1,304.00"
"22/06/2006","919.33","1,568.67","1,629.22","1,295.00"
"21/06/2006","912.33","1,568.67","1,629.77","1,287.00"
"20/06/2006","909.67","1,558.00","1,619.05","1,288.00"
"19/06/2006","907.33","1,566.33","1,621.22","1,289.00"
"16/06/2006","901.67","1,562.00","1,617.41","1,281.00"
"15/06/2006","897.33","1,567.67","1,616.09","1,281.00"
"14/06/2006","888.00","1,518.33","1,583.25","1,254.00"
"13/06/2006","879.33","1,500.33","1,561.90","1,242.00"
"12/06/2006","877.67","1,501.00","1,562.32","1,242.00"
"09/06/2006","876.00","1,504.67","1,562.09","1,236.00"
"08/06/2006","866.67","1,489.00","1,545.47","1,222.00"
"07/06/2006","871.00","1,503.00","1,563.49","1,221.00"
"06/06/2006","860.33","1,491.67","1,548.85","1,208.00"
"05/06/2006","858.33","1,505.67","1,561.45","1,205.00"
"02/06/2006","854.00","1,496.33","1,553.89","1,203.00"
"01/06/2006","863.00","1,513.67","1,565.68","1,221.00"
"31/05/2006","859.00","1,504.33","1,559.18","1,215.00"
"30/05/2006","849.33","1,490.33","1,546.98","1,202.00"
"26/05/2006","858.00","1,491.67","1,544.67","1,213.00"
"25/05/2006","853.00","1,501.67","1,551.86","1,214.00"
"24/05/2006","859.00","1,508.00","1,558.54","1,222.00"
"23/05/2006","859.67","1,530.33","1,576.09","1,227.00"
"22/05/2006","867.33","1,540.33","1,590.49","1,238.00"
"19/05/2006","878.00","1,552.00","1,601.76","1,256.00"
"18/05/2006","877.33","1,574.67","1,617.73","1,265.00"
"17/05/2006","876.00","1,563.00","1,607.98","1,264.00"
"16/05/2006","882.67","1,575.00","1,620.27","1,264.00"
"15/05/2006","877.67","1,563.00","1,610.19","1,256.00"
"12/05/2006","889.67","1,595.33","1,641.12","1,274.00"
"11/05/2006","891.33","1,589.33","1,636.69","1,273.00"
"10/05/2006","894.33","1,581.00","1,626.72","1,271.00"
"09/05/2006","898.00","1,584.33","1,630.99","1,279.00"
"08/05/2006","881.00","1,545.33","1,593.32","1,253.00"
"05/05/2006","881.67","1,547.33","1,595.27","1,253.00"
"04/05/2006","880.33","1,540.67","1,586.23","1,250.00"
"03/05/2006","887.00","1,545.00","1,592.86","1,260.00"
"02/05/2006","887.00","1,546.00","1,591.28","1,259.00"
"01/05/2006","894.33","1,555.67","1,597.78","1,267.00"
"28/04/2006","901.67","1,548.67","1,598.01","1,265.00"
"27/04/2006","900.33","1,536.33","1,581.35","1,263.00"
"26/04/2006","915.33","1,548.00","1,595.53","1,280.00"
"25/04/2006","916.67","1,550.33","1,596.87","1,286.00"
"24/04/2006","900.33","1,512.67","1,561.43","1,262.00"
"21/04/2006","883.33","1,490.67","1,534.59","1,243.00"
"20/04/2006","896.67","1,498.33","1,549.62","1,258.00"
"19/04/2006","890.00","1,491.00","1,544.14","1,251.00"
"18/04/2006","887.00","1,485.00","1,532.53","1,248.00"
"17/04/2006","883.83","1,486.67","1,528.38","1,246.00"
"13/04/2006","880.67","1,443.00","1,495.76","1,236.00"
"12/04/2006","890.33","1,457.67","1,510.95","1,248.00"
"11/04/2006","898.67","1,459.00","1,516.71","1,251.00"
"10/04/2006","891.33","1,464.33","1,510.21","1,249.00"
"07/04/2006","921.00","1,521.00","1,564.37","1,292.00"
"06/04/2006","916.67","1,520.33","1,564.77","1,281.00"
"05/04/2006","923.00","1,529.67","1,574.77","1,283.00"
"04/04/2006","912.00","1,513.67","1,559.58","1,273.00"
"03/04/2006","930.00","1,529.33","1,575.53","1,300.00"
"31/03/2006","920.00","1,511.33","1,557.22","1,285.00"
"30/03/2006","925.33","1,535.33","1,576.71","1,301.00"
"29/03/2006","918.00","1,512.00","1,554.27","1,294.00"
"28/03/2006","902.67","1,501.33","1,542.26","1,277.00"
"27/03/2006","914.67","1,519.33","1,560.91","1,298.00"
"24/03/2006","913.00","1,515.33","1,555.01","1,292.00"
"23/03/2006","913.67","1,508.67","1,549.73","1,293.00"
"22/03/2006","922.00","1,526.00","1,571.32","1,299.00"
"21/03/2006","921.00","1,522.67","1,567.83","1,298.00"
"20/03/2006","911.33","1,510.67","1,557.56","1,280.00"
"17/03/2006","919.67","1,530.33","1,574.89","1,291.00"
"16/03/2006","920.33","1,531.67","1,575.40","1,296.00"
"15/03/2006","909.33","1,508.67","1,550.16","1,287.00"
"14/03/2006","885.33","1,465.67","1,508.52","1,255.00"
"13/03/2006","889.00","1,470.67","1,506.76","1,262.00"
"10/03/2006","910.00","1,492.33","1,533.36","1,290.00"
"09/03/2006","914.00","1,509.00","1,550.11","1,301.00"
"08/03/2006","919.33","1,513.67","1,556.72","1,306.00"
"07/03/2006","894.00","1,477.33","1,516.63","1,276.00"
"06/03/2006","889.33","1,478.00","1,518.68","1,265.00"
"03/03/2006","890.00","1,479.33","1,521.64","1,265.00"
"02/03/2006","880.33","1,459.33","1,501.48","1,250.00"
"01/03/2006","884.00","1,467.67","1,507.89","1,267.00"
"28/02/2006","894.00","1,484.33","1,527.99","1,281.00"
"27/02/2006","883.00","1,458.33","1,499.52","1,264.00"
"24/02/2006","893.33","1,478.33","1,520.27","1,280.00"
"23/02/2006","890.00","1,476.33","1,519.56","1,275.00"
"22/02/2006","904.67","1,497.67","1,538.70","1,292.00"
"21/02/2006","889.00","1,469.67","1,512.15","1,270.00"
"20/02/2006","907.67","1,490.17","1,538.88","1,288.00"
"17/02/2006","916.67","1,510.67","1,554.97","1,306.00"
"16/02/2006","916.33","1,520.33","1,557.22","1,311.00"
"15/02/2006","918.33","1,521.00","1,561.19","1,314.00"
"14/02/2006","909.33","1,516.00","1,548.32","1,302.00"
"13/02/2006","907.33","1,516.00","1,550.71","1,303.00"
"10/02/2006","930.67","1,545.33","1,586.60","1,331.00"
"09/02/2006","933.00","1,545.67","1,586.97","1,327.00"
"08/02/2006","929.33","1,546.33","1,582.69","1,326.00"
"07/02/2006","932.00","1,543.67","1,586.19","1,325.00"
"06/02/2006","902.33","1,501.67","1,540.01","1,287.00"
"03/02/2006","896.00","1,498.67","1,539.67","1,282.00"
"02/02/2006","873.00","1,479.00","1,518.02","1,255.00"
"01/02/2006","883.00","1,491.67","1,531.86","1,267.00"
"31/01/2006","891.00","1,505.00","1,547.41","1,273.00"
"30/01/2006","888.67","1,500.00","1,537.05","1,272.00"
"27/01/2006","877.33","1,481.00","1,519.53","1,253.00"
"26/01/2006","888.33","1,508.33","1,547.65","1,265.00"
"25/01/2006","878.33","1,490.67","1,531.38","1,249.00"
"24/01/2006","868.00","1,478.33","1,516.20","1,234.00"
"23/01/2006","909.67","1,552.67","1,588.89","1,293.00"
"20/01/2006","925.00","1,569.33","1,602.25","1,324.00"
"19/01/2006","932.67","1,572.33","1,607.85","1,328.00"
"18/01/2006","956.67","1,618.33","1,652.95","1,369.00"
"17/01/2006","942.67","1,591.00","1,627.22","1,348.00"
"16/01/2006","934.67","1,565.17","1,608.85","1,328.00"
"13/01/2006","911.00","1,539.33","1,577.31","1,303.00"
"12/01/2006","920.00","1,548.67","1,585.18","1,317.00"
"11/01/2006","915.00","1,538.00","1,577.65","1,300.00"
"10/01/2006","910.67","1,534.00","1,570.91","1,303.00"
"09/01/2006","905.67","1,526.33","1,562.78","1,295.00"
"06/01/2006","928.00","1,571.00","1,607.24","1,322.00"
"05/01/2006","914.00","1,538.67","1,572.58","1,300.00"
"04/01/2006","924.00","1,563.00","1,594.83","1,319.00"
"03/01/2006","936.00","1,565.00","1,597.73","1,334.00"
"30/12/2005","920.00","1,521.33","1,551.94","1,312.00"
"29/12/2005","919.67","1,520.00","1,554.36","1,312.00"
"28/12/2005","903.67","1,492.33","1,522.12","1,286.00"
"27/12/2005","901.17","1,465.33","1,513.37","1,276.00"
"23/12/2005","898.67","1,488.00","1,523.93","1,284.00"
"22/12/2005","902.67","1,497.00","1,534.32","1,291.00"
"21/12/2005","885.33","1,470.33","1,506.38","1,275.00"
"20/12/2005","876.67","1,468.33","1,504.14","1,268.00"
"19/12/2005","863.33","1,458.67","1,491.20","1,243.00"
"16/12/2005","872.00","1,481.00","1,513.77","1,260.00"
"15/12/2005","879.00","1,485.67","1,518.70","1,269.00"
"14/12/2005","872.67","1,480.00","1,514.14","1,258.00"
"13/12/2005","886.00","1,499.00","1,532.81","1,285.00"
"12/12/2005","887.67","1,501.00","1,538.02","1,285.00"
"09/12/2005","878.00","1,477.33","1,509.46","1,277.00"
"08/12/2005","883.00","1,481.00","1,514.16","1,280.00"
"07/12/2005","884.67","1,469.00","1,502.13","1,282.00"
"06/12/2005","873.00","1,449.67","1,484.67","1,260.00"
"05/12/2005","876.00","1,459.67","1,492.08","1,266.00"
"02/12/2005","902.00","1,496.67","1,529.10","1,307.00"
"01/12/2005","901.00","1,479.33","1,518.99","1,298.00"
"30/11/2005","870.00","1,432.33","1,469.78","1,247.00"
"29/11/2005","867.33","1,426.00","1,459.23","1,239.00"
"28/11/2005","871.33","1,429.33","1,465.06","1,241.00"
"25/11/2005","868.00","1,429.17","1,455.25","1,245.00"
"24/11/2005","872.00","1,429.17","1,463.87","1,246.00"
"23/11/2005","872.33","1,429.00","1,465.45","1,242.00"
"22/11/2005","890.67","1,444.33","1,485.53","1,265.00"
"21/11/2005","879.33","1,431.33","1,470.44","1,254.00"
"18/11/2005","877.33","1,442.00","1,473.42","1,254.00"
"17/11/2005","844.00","1,380.00","1,415.40","1,208.00"
"16/11/2005","842.00","1,408.00","1,426.71","1,222.00"
"15/11/2005","829.00","1,376.33","1,407.93","1,204.00"
"14/11/2005","813.67","1,350.33","1,380.90","1,184.00"
"11/11/2005","812.33","1,349.00","1,381.39","1,180.00"
"10/11/2005","827.67","1,375.00","1,410.05","1,201.00"
"09/11/2005","824.67","1,369.33","1,402.48","1,194.00"
"08/11/2005","821.67","1,361.33","1,395.95","1,186.00"
"07/11/2005","816.67","1,352.33","1,388.08","1,177.00"
"04/11/2005","828.67","1,375.67","1,413.00","1,195.00"
"03/11/2005","833.67","1,405.67","1,441.23","1,204.00"
"02/11/2005","832.33","1,402.00","1,439.24","1,193.00"
"01/11/2005","836.67","1,399.33","1,436.85","1,198.00"
"31/10/2005","826.33","1,384.00","1,422.68","1,186.00"
"28/10/2005","842.67","1,416.67","1,457.23","1,206.00"
"27/10/2005","853.33","1,448.00","1,484.73","1,223.00"
"26/10/2005","860.00","1,450.00","1,488.59","1,232.00"
"25/10/2005","851.00","1,438.33","1,478.30","1,222.00"
"24/10/2005","859.67","1,439.67","1,480.51","1,233.00"
"21/10/2005","838.33","1,403.00","1,442.48","1,206.00"
"20/10/2005","835.33","1,401.67","1,440.00","1,202.00"
"19/10/2005","852.67","1,425.67","1,463.69","1,221.00"
"18/10/2005","850.67","1,415.33","1,451.40","1,215.00"
"17/10/2005","837.67","1,399.33","1,434.28","1,191.00"
"14/10/2005","860.33","1,436.67","1,478.12","1,223.00"
"13/10/2005","843.67","1,402.67","1,438.34","1,205.00"
"12/10/2005","827.33","1,381.33","1,415.43","1,181.00"
"11/10/2005","835.00","1,388.67","1,424.02","1,185.00"
"10/10/2005","835.67","1,388.67","1,426.88","1,183.00"
"07/10/2005","837.00","1,401.00","1,436.52","1,186.00"
